final_id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolate,sample_type,lat_lon,isolation_source,HOST,strain,env_biome,genotype,Sample_tittle,tissue,collected_by,sex,Sample_name,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Scientific_Name,Submitter_Id,dev_stage,ArrayExpress-SPECIES,AssemblyName,isol_growth_condt,estimated_size,ploidy,env_feature,env_material,num_replicons,propagation,env_broad_scale,env_local_scale,env_medium,BARCODE,GEO_Accession (exp),source_name,BIOMATERIAL_PROVIDER,culture_collection,tax_id_x,altitude,Cultivar,Ecotype,type,biotic_relationship,host_body_product,Host_disease,host_genotype,host_scientific_name,host_taxid,pathogenicity,samp_mat_process,trophic_level,AGE,BREED,sample_description_x,isolation-source,health_state,host_body_habitat,host_tissue_sampled,Birth_date,birth_location,breeding_history,breeding_method,sample_comment,id,secondary_study_accession,parent_study,submission_accession,read_count,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera,fastq_1,fastq_2,md5_1,md5_2,single_end,location,collection_date_year
SRR3177936,SRR3177936,WGS,,2919046668,PRJNA280606,SAMN04494451,952848241;1092101618,BCCDC,,,,,SRX1592356,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_91_UBC_74_L001_R2_001.fastq,SRP056976,,,VANC/91/UBC/74,,1991,Canada,North America,BC,VANC/91/UBC/74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592356_SRR3177936,SRP056976,PRJNA9531,SRA355098,5814834,2e8ce1b9eae99251da1ff03862c6808d;f04fd60ea683580faabb24c9f4498c62,952848241;1092101618,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177936/SRR3177936_2.fastq.gz,2e8ce1b9eae99251da1ff03862c6808d,f04fd60ea683580faabb24c9f4498c62,FALSE,BC,1991
SRR3177937,SRR3177937,WGS,,567688708,PRJNA280606,SAMN04494452,232867026;240715349,BCCDC,,,,,SRX1592357,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_91_UBC_85_R1_001.fastq,SRP056976,,,VANC/91/UBC/85,,1991,Canada,North America,BC,VANC/91/UBC/85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592357_SRR3177937,SRP056976,PRJNA9531,SRA355098,1130854,9004f6e9cd9e69f236eb3405ee48029c;85278d2b1acc469aa5227e2483a1da7b,232867026;240715349,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177937/SRR3177937_2.fastq.gz,9004f6e9cd9e69f236eb3405ee48029c,85278d2b1acc469aa5227e2483a1da7b,FALSE,BC,1991
SRR3177946,SRR3177946,WGS,,789347310,PRJNA280606,SAMN04494453,273821601;307920752,BCCDC,,,,,SRX1592358,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_101_L001_R1_001.fastq,SRP056976,,,VANC/92/UBC/101,,1992,Canada,North America,BC,VANC/92/UBC/101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592358_SRR3177946,SRP056976,PRJNA9531,SRA355098,1572405,b93697bd082ba0d01c6b7e116448a61d;1c2f6012e268da313f4be2c50afec3eb,273821601;307920752,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177946/SRR3177946_2.fastq.gz,b93697bd082ba0d01c6b7e116448a61d,1c2f6012e268da313f4be2c50afec3eb,FALSE,BC,1992
SRR3177947,SRR3177947,WGS,,1441573822,PRJNA280606,SAMN04494454,477490019;522073368,BCCDC,,,,,SRX1592368,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_102_L001_R2_001.fastq,SRP056976,,,VANC/92/UBC/102,,1992,Canada,North America,BC,VANC/92/UBC/102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592368_SRR3177947,SRP056976,PRJNA9531,SRA355098,2871661,82de2a850903435375a039647d581d83;c5ed6bdb4694ef555ec12f9df34407f1,477490019;522073368,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz,82de2a850903435375a039647d581d83,c5ed6bdb4694ef555ec12f9df34407f1,FALSE,BC,1992
SRR3177948,SRR3177948,WGS,,1073499892,PRJNA280606,SAMN04494455,419130105;445236436,BCCDC,,,,,SRX1592377,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_103_R2_001.fastq,SRP056976,,,VANC/92/UBC/103,,1992,Canada,North America,BC,VANC/92/UBC/103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592377_SRR3177948,SRP056976,PRJNA9531,SRA355098,2138446,b105627d046c9edc0b78706b49613764;8d4555481422c7493f14ae1b463bdf75,419130105;445236436,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz,b105627d046c9edc0b78706b49613764,8d4555481422c7493f14ae1b463bdf75,FALSE,BC,1992
SRR3177949,SRR3177949,WGS,,1102404550,PRJNA280606,SAMN04494456,391347948;412944969,BCCDC,,,,,SRX1592380,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_104_L001_R2_001.fastq,SRP056976,,,VANC/92/UBC/104,,1992,Canada,North America,BC,VANC/92/UBC/104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592380_SRR3177949,SRP056976,PRJNA9531,SRA355098,2196025,33621f764868586ae4159737c13eaa73;cb4f9d4086965cd3e080fdbc7a9c5414,391347948;412944969,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz,33621f764868586ae4159737c13eaa73,cb4f9d4086965cd3e080fdbc7a9c5414,FALSE,BC,1992
SRR3177950,SRR3177950,WGS,,1210370694,PRJNA280606,SAMN04494457,435678381;482942037,BCCDC,,,,,SRX1592388,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_107_L001_R2_001.fastq,SRP056976,,,VANC/92/UBC/107,,1992,Canada,North America,BC,VANC/92/UBC/107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592388_SRR3177950,SRP056976,PRJNA9531,SRA355098,2411097,4a5157e530dac4527cadcd5c4cb3c110;6c984d1c8463d3f105a9876566377b13,435678381;482942037,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz,4a5157e530dac4527cadcd5c4cb3c110,6c984d1c8463d3f105a9876566377b13,FALSE,BC,1992
SRR3177951,SRR3177951,WGS,,987563014,PRJNA280606,SAMN04494404,400702636;400595169,BCCDC,,,,,SRX1592392,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,BE_2_IPO583:1_14_R2_001.fastq,SRP056976,,,BE-2(IPO583:1)/14,,1985,Canada,North America,AB,BE-2(IPO583:1)/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592392_SRR3177951,SRP056976,PRJNA9531,SRA355098,1967257,e5da704ad072dcfb46d64622dd554dfc;9b1512aba574d772faeab13eab616af3,400702636;400595169,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177951/SRR3177951_2.fastq.gz,e5da704ad072dcfb46d64622dd554dfc,9b1512aba574d772faeab13eab616af3,FALSE,AB,1985
SRR3177952,SRR3177952,WGS,,1316105448,PRJNA280606,SAMN04494458,453736670;509869103,BCCDC,,,,,SRX1592403,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_84_L001_R2_001.fastq,SRP056976,,,VANC/92/UBC/84,,1992,Canada,North America,BC,VANC/92/UBC/84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592403_SRR3177952,SRP056976,PRJNA9531,SRA355098,2621724,d3c3af927487aec1fd3ae302a609991f;536fa3e76d5c74d3949340d75c889a79,453736670;509869103,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz,d3c3af927487aec1fd3ae302a609991f,536fa3e76d5c74d3949340d75c889a79,FALSE,BC,1992
SRR3177955,SRR3177955,WGS,,2180445534,PRJNA280606,SAMN04494459,758079644;819254990,BCCDC,,,,,SRX1592413,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_98_L001_R1_001.fastq,SRP056976,,,VANC/92/UBC/98,,1992,Canada,North America,BC,VANC/92/UBC/98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592413_SRR3177955,SRP056976,PRJNA9531,SRA355098,4343517,0a63a1f5e7a3959a1a5c7ecd3070e5aa;e0e9806bc23696eb3b836f998a389a55,758079644;819254990,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz,0a63a1f5e7a3959a1a5c7ecd3070e5aa,e0e9806bc23696eb3b836f998a389a55,FALSE,BC,1992
SRR3177962,SRR3177962,WGS,,692963310,PRJNA280606,SAMN04494460,285711016;285628218,BCCDC,,,,,SRX1592414,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_92_UBC_99_R1_001.fastq,SRP056976,,,VANC/92/UBC/99,,1992,Canada,North America,BC,VANC/92/UBC/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592414_SRR3177962,SRP056976,PRJNA9531,SRA355098,1380405,b919d1f290ad899487d82d161173315e;e8bd0629d605c08bb408fc5be1a2e591,285711016;285628218,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz,b919d1f290ad899487d82d161173315e,e8bd0629d605c08bb408fc5be1a2e591,FALSE,BC,1992
SRR3177974,SRR3177974,WGS,,1537330824,PRJNA280606,SAMN04494461,538516130;633734784,BCCDC,,,,,SRX1592415,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_93_UBC_105_L001_R1_001.fastq,SRP056976,,,VANC/93/UBC/105,,1993,Canada,North America,BC,VANC/93/UBC/105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592415_SRR3177974,SRP056976,PRJNA9531,SRA355098,3062412,cf08957da3057bd5a3d46a552b6cb4f9;9b7d82afdb6a64203061fcabcd64a0ad,538516130;633734784,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz,cf08957da3057bd5a3d46a552b6cb4f9,9b7d82afdb6a64203061fcabcd64a0ad,FALSE,BC,1993
SRR3177978,SRR3177978,WGS,,1310987056,PRJNA280606,SAMN04494462,531275432;548810863,BCCDC,,,,,SRX1592418,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_93_UBC_106_R2_001.fastq,SRP056976,,,VANC/93/UBC/106,,1993,Canada,North America,BC,VANC/93/UBC/106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592418_SRR3177978,SRP056976,PRJNA9531,SRA355098,2611528,fe66edfd5867b4c63e2ac689f5c31e48;b2d1772672f28c772aa99e48edf416dd,531275432;548810863,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz,fe66edfd5867b4c63e2ac689f5c31e48,b2d1772672f28c772aa99e48edf416dd,FALSE,BC,1993
SRR3177990,SRR3177990,WGS,,896756736,PRJNA280606,SAMN04494463,365520756;386485108,BCCDC,,,,,SRX1592419,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_93_UBC_39_R2_001.fastq,SRP056976,,,VANC/93/UBC/39,,1993,Canada,North America,BC,VANC/93/UBC/39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592419_SRR3177990,SRP056976,PRJNA9531,SRA355098,1786368,7c22d56d3c10cf24f912c1c206b6cd53;bae31f319fcec658f31f97a0655bc815,365520756;386485108,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz,7c22d56d3c10cf24f912c1c206b6cd53,bae31f319fcec658f31f97a0655bc815,FALSE,BC,1993
SRR3178001,SRR3178001,WGS,,1918207762,PRJNA280606,SAMN04494464,689480213;740095113,BCCDC,,,,,SRX1592420,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_93_UBC_70_L001_R2_001.fastq,SRP056976,,,VANC/93/UBC/70,,1993,Canada,North America,BC,VANC/93/UBC/70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592420_SRR3178001,SRP056976,PRJNA9531,SRA355098,3821131,7c3f4f501682b738a769326f1b6bc5c3;43eab30f5a6274789d22f91a61e054d2,689480213;740095113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz,7c3f4f501682b738a769326f1b6bc5c3,43eab30f5a6274789d22f91a61e054d2,FALSE,BC,1993
